Date,CSI500,Shanghai ,CSI300,HSI,STI,TWSE,MSCI World,S&P500,N225,LSE,ASX,Custom
2019-09-20,-0.6824,-0.8178,-0.9246,-3.3526,-1.6133,0.9433,-0.37,-0.5094,0.4129,-3.69,2.4277,0.122691713
2019-09-27,-4.4966,-2.4707,-2.1089,-1.819,-1.0776,-0.915,-1,-1.012,-0.9067,-0.02,0.1833,-2.394937502
2019-10-04,-1.1352,-0.9201,-0.9896,-0.5154,-1.5123,0.5984,-1,-0.3302,-2.1422,0.66,-1.9024,-0.316660021
2019-10-11,2.6013,2.3567,2.5481,1.8876,1.1568,-0.0415,1.18,0.6186,1.8153,1.42,1.0816,1.595552566
2019-10-18,-1.5502,-1.1943,-1.0826,1.5628,0.0061,2.6654,0.73,0.5363,3.1828,-0.22,1.402,1.272093634
2019-10-25,0.9188,0.5715,0.7085,-0.1953,2.2918,1.0367,1.25,1.2173,1.3655,-5.11,0.8733,0.441548696
2019-11-01,-0.28,0.1105,1.4267,1.6251,1.3781,0.9154,1.32,1.4676,0.2235,4.14,-2.3446,1.451676075
2019-11-08,1.3339,0.2023,0.5218,2.0309,1.0798,1.5791,0.74,0.8533,2.368,-3.15,-1.0096,2.871040353
2019-11-15,-2.7299,-2.4574,-2.4143,-4.79,-0.7793,-0.4658,0.62,0.8852,-0.3786,0.07,-0.1866,-0.398304795
2019-11-22,0.3422,-0.2094,-0.6988,1.0196,-0.4079,0.3575,-0.39,-0.3259,-0.8172,-0.56,0.5358,0.21787609
2019-11-29,-0.1506,-0.4612,-0.5539,-0.9347,-0.9837,-0.6677,0.81,0.9867,0.7832,1.3,1.2766,1.199660305
2019-12-06,2.3005,1.3939,1.9253,0.5765,0.0247,1.045,0.18,0.157,0.2597,0.35,-2.3008,0.913339006
2019-12-13,2.1508,1.9115,1.6871,4.4885,0.6054,2.7399,1.02,0.7276,2.8633,7.15,0.0251,4.570877927
2019-12-20,1.6598,1.2556,1.2356,0.6631,-0.0516,0.2628,1.3,1.6543,-0.8595,3.73,2.1039,1.10216613
2019-12-27,0.1002,0.0033,0.1189,1.2704,0.4402,1.108,0.64,0.5836,0.0886,2.36,-0.233,1.395968952
2020-01-03,4.2708,2.6206,3.0566,0.801,0.3809,0.1558,-0.08,-0.1596,-0.7597,-1.5,-1.9179,0.073555799
2020-01-10,2.4713,0.2758,0.4396,0.6562,0.5289,-0.7083,0.61,0.9429,0.8199,-0.02,2.9957,2.564409153
2020-01-17,1.5566,-0.5431,-0.2001,1.4604,0.7703,0.5459,1.59,1.9682,0.7995,-0.55,2.3975,0.745456044
2020-01-24,-3.3896,-3.2179,-3.6331,-3.8091,-1.2499,0.2351,-0.84,-1.0256,-0.8905,4.6,1.5569,-2.21503169
2020-01-31,0,0,0,-5.857,-2.6633,-5.1458,-2.21,-2.1226,-2.6105,-0.51,0.2575,-3.834011666
2020-02-07,-1.6147,-3.3786,-2.5983,4.1487,0.8799,1.024,2.66,3.1682,2.6839,2.15,-0.2335,4.390887487
2020-02-14,1.7005,1.4271,2.253,1.501,1.2117,1.7471,1.11,1.5762,-0.5892,1.5,-3.7674,1.709853731
2020-02-21,5.9321,4.205,4.0563,-1.822,-1.2112,-1.0947,-1.18,-1.2547,-1.2701,1.85,-1.0942,-2.414149987
2020-02-28,-5.3623,-5.2429,-5.0474,-4.3168,-5.3426,-3.373,-10.89,-11.4907,-9.5942,-11.08,-8.8629,-5.231417547
2020-03-06,6.6127,5.3539,5.037,0.0641,-1.6639,0.2625,0.38,0.6144,-1.8598,1.99,0.0674,-0.222539018
2020-03-13,-5.8683,-4.8471,-5.8764,-8.0842,-11.043,-10.5367,-12.45,-8.7926,-15.9939,-15.8,-4.3402,-8.836257712
2020-03-20,-5.3909,-4.9112,-6.2149,-5.109,-8.4761,-8.834,-12.26,-14.9796,-5.0383,-13.18,1.6486,-5.763803694
2020-03-27,-1.7355,0.9683,1.5558,2.9783,4.8956,5.0338,10.67,10.2628,17.1366,19.52,0.5406,5.577186158
2020-04-03,-0.7519,-0.2964,0.0851,-1.0567,-5.5154,-0.3639,-2.75,-2.0783,-8.0933,2,7.0729,-1.969342506
2020-04-10,2.7422,1.181,1.507,4.58,7.6186,5.1117,10.98,12.1017,9.418,2.02,2.4208,4.976482449
2020-04-17,1.4999,1.4969,1.8654,0.3279,1.6832,4.3261,2.31,3.0375,2.0451,3.85,4.35,4.977190452
2020-04-24,-0.8807,-1.0557,-1.1073,-2.2505,-3.6885,-2.3561,-1.48,-1.3157,-3.1927,-1.61,-1.8193,-2.659341505
2020-05-01,1.9973,1.8356,3.0447,3.4084,4.2122,6.2313,0.86,-0.2126,1.8552,1.5,-2.1107,0.633000979
2020-05-08,2.4475,1.2329,1.3046,-1.6776,-1.2327,-0.8253,2.85,3.5005,2.853,4,3.1716,0.51689143
2020-05-15,-0.2838,-0.9286,-1.2818,-1.7858,-2.6363,-0.7935,-2.59,-2.2561,-0.7018,0.03,0.0972,0.065188795
2020-05-22,-3.4978,-1.9067,-2.2682,-3.6446,-0.9399,-0.0349,3.16,3.2039,1.7502,5.58,2.1,-1.019182656
2020-05-29,1.2073,1.3713,1.1234,0.1366,0.4368,1.2118,3.67,3.0066,7.3068,-3.36,4.8389,2.738068406
2020-06-05,4.3358,2.7503,3.4711,7.8782,9.5888,4.9098,5.53,4.9147,4.5061,3.12,-1.3042,6.358184361
2020-06-12,0.2606,-0.3773,0.0458,-1.8935,-2.4303,-0.4309,-4.51,-4.7784,-2.4416,-2.32,-2.1832,-0.767868973
2020-06-19,3.6918,1.6403,2.3888,1.4094,-1.855,1.0492,2.06,1.8555,0.777,1.95,0.881,1.684384522
2020-06-26,0.2577,0.4015,0.9827,-0.381,-1.1507,0.9594,-2.34,-2.8631,0.1481,1.27,-1.3391,0.823932285
2020-07-03,4.6554,5.815,6.7796,3.3529,1.8595,2.131,3.21,4.0199,-0.9133,2.52,3.3754,3.470275603
2020-07-10,11.3052,7.3112,7.5468,1.3963,-0.0109,1.3815,1.49,1.7581,-0.0702,-0.26,-3.1853,5.635038711
2020-07-17,-4.7702,-5.0008,-4.3852,-2.4808,-1.2881,0.8935,1.52,1.2461,1.8196,0.14,-0.8962,-0.92157089
2020-07-24,-1.1641,-0.5401,-0.8606,-1.5299,-1.4883,1.0055,-0.1,-0.2822,0.2432,1.4,-0.7139,1.345394501
2020-07-31,5.1675,3.5423,4.2049,-0.4452,-1.9263,2.932,0.58,1.7256,-4.5782,3.76,-0.9468,2.280688663
2020-08-07,2.0504,1.3302,0.2743,-0.2591,0.6202,1.2955,2.21,2.4505,2.8556,1.32,0.8711,1.071310741
2020-08-14,-0.701,0.1808,-0.07,2.6553,1.4068,-0.2604,1.2,0.6436,4.2966,0.44,2.4709,-0.0043615
2020-08-21,0.8671,0.6126,0.3021,-0.2747,-2.0447,-1.4663,0.33,0.7208,-1.5847,2.52,3.219,0.9032
2020-08-28,1.2729,0.684,2.6579,1.2273,0.4386,0.9598,2.71,3.263,-0.1643,1.4,0.8505,3.71638938
2020-09-04,-0.7132,-1.4231,-1.5285,-2.8582,-1.1809,-0.7141,-2.33,-2.3104,1.4106,-4.03,-3.4072,-1.951982383
2020-09-11,-4.5304,-2.8319,-2.9964,-0.778,-0.779,0.3007,-1.31,-2.5092,0.8664,2.47,-3.6554,-0.208765568
2020-09-18,3.747,2.3845,2.373,-0.1955,0.306,1.5752,-0.01,-0.6435,-0.1973,0.17,-2.2716,0.99591251
2020-09-25,-4.4886,-3.5551,-3.5268,-4.9886,-1.0181,-4.9917,-1.74,-0.6329,-0.6664,-3.89,4.55,-2.380681737
2020-10-02,-0.6526,-0.0424,0.3802,0.9625,0.9639,2.311,1.53,1.5153,-0.753,6.95,-4.8959,2.003768936
2020-10-09,4.1526,1.6788,2.0436,2.8138,1.4763,2.9689,3.61,3.8433,2.561,-2.6,2.3129,4.192803285
2020-10-16,1.0621,1.9646,2.3613,1.1097,0.0024,-1.0617,-0.31,0.1921,-0.8851,-1.51,0.9601,0.942317363
2020-10-23,-2.831,-1.7492,-1.5274,2.1815,0.1725,1.1643,-0.39,-0.5287,0.4526,-3.57,-2.1067,0.760778663
2020-10-30,-1.7706,-1.631,-0.4907,-3.256,-4.4751,-2.7327,-5.66,-5.6395,-2.294,-2.64,-2.0782,-1.425326434
2020-11-06,4.212,2.7175,4.0547,6.66,6.3882,3.4049,7.72,7.3236,5.8671,8.59,2.4237,3.513297401
2020-11-13,0.0671,-0.062,-0.5908,1.7263,5.1464,2.3109,2.4,2.1573,4.3602,-4.85,0.3556,-1.929445516
2020-11-20,2.6891,2.0429,1.7797,1.1266,3.7479,3.3383,0.42,-0.7701,0.5574,-2.39,-2.2602,2.201119607
2020-11-27,-1.255,0.9054,0.7581,1.6753,1.5219,1.0983,2.42,2.2715,4.377,-2.4,-3.45,1.604782983
2020-12-04,2.4816,1.0643,1.7096,-0.2185,-0.5578,1.9135,1.47,1.6703,0.3998,10.02,0.5179,0.362450722
2020-12-11,-4.0487,-2.8274,-3.4799,-1.2299,-0.6405,0.9146,-0.67,-0.964,-0.369,-2.82,-3.542,0.965593707
2020-12-18,1.3341,1.4252,2.2566,-0.0274,0.9668,-0.0822,1.69,1.2543,0.416,7,-0.9748,-0.515462124
2020-12-25,0.0514,0.0491,0.8409,-0.4228,-0.2436,0.5717,-0.26,-0.1712,-0.399,-0.29,-0.8495,-3.107108816
2021-01-01,1.2103,2.2525,3.3573,3.2008,0.0623,2.7988,1.16,1.4315,2.9545,2.39,-2.0808,3.144589018
2021-01-08,4.1003,2.794,5.4524,2.3763,5.2528,4.9647,2.35,1.8266,2.5319,1.39,1.0417,4.944568927
2021-01-15,-2.1658,-0.1045,-0.6796,2.4953,0.3902,0.9858,-1.4,-1.4754,1.351,-0.61,-2.6254,3.336425774
2021-01-22,3.4005,1.132,2.0464,3.0587,-0.4439,2.5783,1.5,1.9431,0.3937,0.57,1.087,4.664415779
2021-01-29,-4.2558,-3.4291,-3.9106,-3.9532,-2.9754,-5.498,-3.41,-3.312,-3.3811,-4.63,0.2514,-4.605680148
2021-02-05,-1.8696,0.3808,2.4561,3.5532,0.1581,4.3868,4.2,4.6467,4.0335,9.04,-0.1254,5.90101551
2021-02-12,5.1649,4.5406,5.9143,3.0213,0.6319,0,1.64,1.2349,2.5744,4.54,-1.7852,-21.90838238
2021-02-19,2.3085,1.1239,-0.4972,1.5615,-1.5327,3.4107,-0.44,-0.7146,1.6865,0.42,-1.8319,30.13715619
2021-02-26,-5.098,-5.0617,-7.65,-5.4317,2.3745,-2.3718,-2.83,-2.446,-3.5043,-1.65,-2.2132,-6.984758613
2021-03-05,0.4813,-0.2022,-1.386,0.4075,2.1977,-0.6178,0.06,0.8079,-0.3511,-16.09,1.7751,0.110405459
2021-03-12,-3.0607,-1.3966,-2.2121,-1.2323,2.6999,2.5225,2.88,2.6393,2.957,-5.85,0.4651,-0.029098166
2021-03-19,-0.4673,-1.4021,-2.7065,0.8741,1.2703,-1.1377,-0.39,-0.7669,0.2497,-5.44,2.4884,-0.857596014
2021-03-26,0.1616,0.4013,0.6171,-2.2576,0.7468,1.4663,0.67,1.5701,-2.0655,-2.1,0.8187,-1.849956598
2021-04-02,0.0576,0.69,0.2059,0.1479,0.5751,0.7681,-0.19,-0.4023,0.0072,-2.42,-0.5181,2.218211622
